Register_ID,Exception_ID,Dataset,Source_Row_Index,Source_Row_Number,Record_ID,Column,Issue_Type,Current_Value,Rule_ID,Rule_Type,Valid_Condition,Rule_Action,Rule_Reason,Severity,Severity_Rank,Status,Review_Priority,Recommended_Action,Review_Owner,Review_Decision,Resolution_Value,Resolution_Notes,Include_In_Trusted_Data,Requires_Source_Review,Created_From
REG-00067,EXC-00235,Maintenance_Notifications,45,47,MNT0009,Downtime_Hours,Unparseable date/time,2,DQ-0093,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Operations data steward,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00068,REC-00003,Operator_Activities,0,2,ACT0001,Activity_Start|Activity_End,Activity overlaps recorded downtime,2026-07-01 11:00:00 -> 2026-07-01 15:00:00,RECONCILIATION-CHECK,Reconciliation,"Cross-dataset records should agree at shared operator, equipment, and event grains",Flag cross-dataset contradictions for source review,Reconciliation checks identify contradictions that cleaning alone cannot resolve,High,2,REVIEW_REQUIRED,P2,Confirm whether the activity or downtime interval is correct,Data quality reviewer,,,,Yes with documented caveat,True,reconciliation_findings.csv
REG-00069,REC-00004,Operator_Activities,1,3,ACT0002,Activity_Start|Activity_End,Activity overlaps recorded downtime,2026-07-01 16:00:00 -> 2026-07-01 19:00:00,RECONCILIATION-CHECK,Reconciliation,"Cross-dataset records should agree at shared operator, equipment, and event grains",Flag cross-dataset contradictions for source review,Reconciliation checks identify contradictions that cleaning alone cannot resolve,High,2,REVIEW_REQUIRED,P2,Confirm whether the activity or downtime interval is correct,Data quality reviewer,,,,Yes with documented caveat,True,reconciliation_findings.csv
REG-00070,REC-00002,Operator_Activities,28,30,ACT0029,Equipment_Name,Equipment reference not found,TRK-099,RECONCILIATION-CHECK,Reconciliation,"Cross-dataset records should agree at shared operator, equipment, and event grains",Flag cross-dataset contradictions for source review,Reconciliation checks identify contradictions that cleaning alone cannot resolve,High,2,REVIEW_REQUIRED,P2,Confirm whether the equipment exists or correct the equipment identifier,Data quality reviewer,,,,Yes with documented caveat,True,reconciliation_findings.csv
REG-00071,REC-00005,Operator_Activities,34,36,ACT0035,Activity_Start|Activity_End,Activity overlaps recorded downtime,2026-07-08 13:00:00 -> 2026-07-08 15:00:00,RECONCILIATION-CHECK,Reconciliation,"Cross-dataset records should agree at shared operator, equipment, and event grains",Flag cross-dataset contradictions for source review,Reconciliation checks identify contradictions that cleaning alone cannot resolve,High,2,REVIEW_REQUIRED,P2,Confirm whether the activity or downtime interval is correct,Data quality reviewer,,,,Yes with documented caveat,True,reconciliation_findings.csv
REG-00072,REC-00006,Operator_Activities,35,37,ACT0036,Activity_Start|Activity_End,Activity overlaps recorded downtime,2026-07-08 18:00:00 -> 2026-07-08 19:00:00,RECONCILIATION-CHECK,Reconciliation,"Cross-dataset records should agree at shared operator, equipment, and event grains",Flag cross-dataset contradictions for source review,Reconciliation checks identify contradictions that cleaning alone cannot resolve,High,2,REVIEW_REQUIRED,P2,Confirm whether the activity or downtime interval is correct,Data quality reviewer,,,,Yes with documented caveat,True,reconciliation_findings.csv
REG-00073,REC-00007,Operator_Activities,36,38,ACT0037,Activity_Start|Activity_End,Activity overlaps recorded downtime,2026-07-08 23:00:00 -> 2026-07-09 01:00:00,RECONCILIATION-CHECK,Reconciliation,"Cross-dataset records should agree at shared operator, equipment, and event grains",Flag cross-dataset contradictions for source review,Reconciliation checks identify contradictions that cleaning alone cannot resolve,High,2,REVIEW_REQUIRED,P2,Confirm whether the activity or downtime interval is correct,Data quality reviewer,,,,Yes with documented caveat,True,reconciliation_findings.csv
REG-00074,REC-00008,Operator_Activities,37,39,ACT0038,Activity_Start|Activity_End,Activity overlaps recorded downtime,2026-07-09 04:00:00 -> 2026-07-09 08:00:00,RECONCILIATION-CHECK,Reconciliation,"Cross-dataset records should agree at shared operator, equipment, and event grains",Flag cross-dataset contradictions for source review,Reconciliation checks identify contradictions that cleaning alone cannot resolve,High,2,REVIEW_REQUIRED,P2,Confirm whether the activity or downtime interval is correct,Data quality reviewer,,,,Yes with documented caveat,True,reconciliation_findings.csv
REG-00075,REC-00009,Operator_Activities,38,40,ACT0039,Activity_Start|Activity_End,Activity overlaps recorded downtime,2026-07-09 09:00:00 -> 2026-07-09 12:00:00,RECONCILIATION-CHECK,Reconciliation,"Cross-dataset records should agree at shared operator, equipment, and event grains",Flag cross-dataset contradictions for source review,Reconciliation checks identify contradictions that cleaning alone cannot resolve,High,2,REVIEW_REQUIRED,P2,Confirm whether the activity or downtime interval is correct,Data quality reviewer,,,,Yes with documented caveat,True,reconciliation_findings.csv
REG-00076,EXC-00053,Shift_Performance,0,2,SHF0001,Actual_Hours,Unparseable date/time,9,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00077,EXC-00054,Shift_Performance,1,3,SHF0002,Actual_Hours,Unparseable date/time,9,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00078,EXC-00055,Shift_Performance,2,4,SHF0003,Actual_Hours,Unparseable date/time,9,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00079,EXC-00056,Shift_Performance,3,5,SHF0004,Actual_Hours,Unparseable date/time,10,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00080,EXC-00057,Shift_Performance,4,6,SHF0005,Actual_Hours,Unparseable date/time,26,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00081,EXC-00058,Shift_Performance,5,7,SHF0006,Actual_Hours,Unparseable date/time,8,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00082,EXC-00059,Shift_Performance,6,8,SHF0007,Actual_Hours,Unparseable date/time,11,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00083,EXC-00060,Shift_Performance,7,9,SHF0008,Actual_Hours,Unparseable date/time,10,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00084,EXC-00061,Shift_Performance,8,10,SHF0009,Actual_Hours,Unparseable date/time,11,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00085,EXC-00062,Shift_Performance,9,11,SHF0010,Actual_Hours,Unparseable date/time,9,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00086,EXC-00063,Shift_Performance,10,12,SHF0011,Actual_Hours,Unparseable date/time,9,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00087,EXC-00064,Shift_Performance,11,13,SHF0012,Actual_Hours,Unparseable date/time,9,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00088,EXC-00065,Shift_Performance,12,14,SHF0013,Actual_Hours,Unparseable date/time,10,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00089,EXC-00066,Shift_Performance,13,15,SHF0014,Actual_Hours,Unparseable date/time,10,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00090,EXC-00107,Shift_Performance,13,15,SHF0014,Loads,Negative numeric value,-3,DQ-0173,Plausibility,Numeric value should not be negative unless the data dictionary permits it,Flag negative values for review,Numeric profile detected values below zero,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Domain subject-matter reviewer,,,,Yes with documented caveat,True,exception_candidates.csv
REG-00091,EXC-00067,Shift_Performance,14,16,SHF0015,Actual_Hours,Unparseable date/time,11,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00092,EXC-00068,Shift_Performance,15,17,SHF0016,Actual_Hours,Unparseable date/time,10,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00093,EXC-00069,Shift_Performance,16,18,SHF0017,Actual_Hours,Unparseable date/time,11,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00094,EXC-00070,Shift_Performance,17,19,SHF0018,Actual_Hours,Unparseable date/time,8,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00095,EXC-00071,Shift_Performance,18,20,SHF0019,Actual_Hours,Unparseable date/time,9,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00096,EXC-00072,Shift_Performance,19,21,SHF0020,Actual_Hours,Unparseable date/time,11,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00097,EXC-00073,Shift_Performance,20,22,SHF0021,Actual_Hours,Unparseable date/time,11,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00098,EXC-00074,Shift_Performance,21,23,SHF0022,Actual_Hours,Unparseable date/time,8,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00099,EXC-00075,Shift_Performance,22,24,SHF0023,Actual_Hours,Unparseable date/time,9,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00100,EXC-00076,Shift_Performance,23,25,SHF0024,Actual_Hours,Unparseable date/time,9,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00101,EXC-00077,Shift_Performance,24,26,SHF0025,Actual_Hours,Unparseable date/time,10,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00102,EXC-00078,Shift_Performance,25,27,SHF0026,Actual_Hours,Unparseable date/time,11,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00103,EXC-00079,Shift_Performance,26,28,SHF0027,Actual_Hours,Unparseable date/time,12,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00104,EXC-00080,Shift_Performance,27,29,SHF0028,Actual_Hours,Unparseable date/time,8,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00105,EXC-00081,Shift_Performance,28,30,SHF0029,Actual_Hours,Unparseable date/time,12,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00106,EXC-00082,Shift_Performance,29,31,SHF0030,Actual_Hours,Unparseable date/time,12,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00107,EXC-00083,Shift_Performance,30,32,SHF0031,Actual_Hours,Unparseable date/time,12,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00108,EXC-00084,Shift_Performance,31,33,SHF0032,Actual_Hours,Unparseable date/time,10,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00109,EXC-00085,Shift_Performance,32,34,SHF0033,Actual_Hours,Unparseable date/time,12,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00110,EXC-00108,Shift_Performance,32,34,SHF0033,Availability_Pct,Percentage outside expected 0 to 1 range,1.35,DQ-0165,Plausibility,Percentage fields should be within the documented percentage scale,Flag values outside the expected range before analysis,Percentage metrics must be bounded before performance reporting,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Domain subject-matter reviewer,,,,Yes with documented caveat,True,exception_candidates.csv
REG-00111,EXC-00086,Shift_Performance,33,35,SHF0034,Actual_Hours,Unparseable date/time,8,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00112,EXC-00087,Shift_Performance,34,36,SHF0035,Actual_Hours,Unparseable date/time,8,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00113,EXC-00088,Shift_Performance,35,37,SHF0036,Actual_Hours,Unparseable date/time,11,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00114,EXC-00089,Shift_Performance,36,38,SHF0037,Actual_Hours,Unparseable date/time,10,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00115,EXC-00090,Shift_Performance,37,39,SHF0038,Actual_Hours,Unparseable date/time,11,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00116,EXC-00091,Shift_Performance,38,40,SHF0039,Actual_Hours,Unparseable date/time,8,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00117,EXC-00092,Shift_Performance,39,41,SHF0040,Actual_Hours,Unparseable date/time,10,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00118,EXC-00093,Shift_Performance,40,42,SHF0041,Actual_Hours,Unparseable date/time,12,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00119,EXC-00094,Shift_Performance,41,43,SHF0042,Actual_Hours,Unparseable date/time,10,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00120,EXC-00095,Shift_Performance,42,44,SHF0043,Actual_Hours,Unparseable date/time,9,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00121,EXC-00096,Shift_Performance,43,45,SHF0044,Actual_Hours,Unparseable date/time,9,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00122,EXC-00097,Shift_Performance,44,46,SHF0045,Actual_Hours,Unparseable date/time,9,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00123,EXC-00098,Shift_Performance,45,47,SHF0008,Actual_Hours,Unparseable date/time,10,DQ-0164,Validity,Date/time values should parse to a single ISO date or datetime standard,Standardise parseable values and flag ambiguous or unparseable values,Profile shows date/time-like field requiring consistent parsing,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Data quality reviewer,,,,Review before time-based analysis,True,exception_candidates.csv
REG-00124,EXC-00188,Training_Records,22,24,TRN0023,Score,Score outside 0 to 100 range,145,DQ-0204,Plausibility,Scores should be between 0 and 100,Flag scores outside 0 to 100,Training score profile indicates values may exceed expected score range,High,2,REVIEW_REQUIRED,P2,Review source evidence before correcting,Domain subject-matter reviewer,,,,Yes with documented caveat,True,exception_candidates.csv
