Exception_ID,Dataset,Source_Row_Index,Source_Row_Number,Record_ID,Column,Issue_Type,Value,Rule_ID,Severity,Recommended_Action,Status
EXC-00172,Safety_Observations,5,7,SAF0006,Observation_Date|Closed_Date,Temporal contradiction,2026-07-03 12:00:00 -> 2026-07-01 12:00:00,DQ-0148,Critical,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00173,Training_Records,5,7,TRN0006,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00174,Training_Records,7,9,TRN0008,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00175,Training_Records,9,11,TRN0010,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00176,Training_Records,14,16,TRN0015,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00177,Training_Records,16,18,TRN0017,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00178,Training_Records,22,24,TRN0023,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00179,Training_Records,26,28,TRN0027,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00180,Training_Records,28,30,TRN0029,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00181,Training_Records,32,34,TRN0033,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00182,Training_Records,36,38,TRN0037,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00183,Training_Records,38,40,TRN0039,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00184,Training_Records,40,42,TRN0041,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00185,Training_Records,43,45,TRN0044,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00186,Training_Records,44,46,TRN0045,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00187,Training_Records,45,47,TRN0006,Comment,Missing value,,DQ-0177,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00188,Training_Records,22,24,TRN0023,Score,Score outside 0 to 100 range,145,DQ-0197,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00189,Training_Records,7,9,TRN0008,Completion_Date|Expiry_Date,Temporal contradiction,2025-05-01 -> 2025-04-11,DQ-0179,Critical,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00190,Maintenance_Notifications,0,2,MNT0001,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00191,Maintenance_Notifications,1,3,MNT0002,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00192,Maintenance_Notifications,2,4,MNT0003,Downtime_Hours,Unparseable date/time,1,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00193,Maintenance_Notifications,3,5,MNT0004,Downtime_Hours,Unparseable date/time,4,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00194,Maintenance_Notifications,4,6,MNT0005,Downtime_Hours,Unparseable date/time,1,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00195,Maintenance_Notifications,5,7,MNT0006,Downtime_Hours,Unparseable date/time,1,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00196,Maintenance_Notifications,6,8,MNT0007,Downtime_Hours,Unparseable date/time,-4,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00197,Maintenance_Notifications,7,9,MNT0008,Downtime_Hours,Unparseable date/time,4,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00198,Maintenance_Notifications,8,10,MNT0009,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00199,Maintenance_Notifications,9,11,MNT0010,Downtime_Hours,Unparseable date/time,1,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00200,Maintenance_Notifications,10,12,MNT0011,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00201,Maintenance_Notifications,11,13,MNT0012,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00202,Maintenance_Notifications,12,14,MNT0013,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00203,Maintenance_Notifications,13,15,MNT0014,Downtime_Hours,Unparseable date/time,4,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00204,Maintenance_Notifications,14,16,MNT0015,Downtime_Hours,Unparseable date/time,8,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00205,Maintenance_Notifications,15,17,MNT0016,Downtime_Hours,Unparseable date/time,8,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00206,Maintenance_Notifications,16,18,MNT0017,Downtime_Hours,Unparseable date/time,1,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00207,Maintenance_Notifications,17,19,MNT0018,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00208,Maintenance_Notifications,18,20,MNT0019,Downtime_Hours,Unparseable date/time,4,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00209,Maintenance_Notifications,19,21,MNT0020,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00210,Maintenance_Notifications,20,22,MNT0021,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00211,Maintenance_Notifications,21,23,MNT0022,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00212,Maintenance_Notifications,22,24,MNT0023,Downtime_Hours,Unparseable date/time,8,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00213,Maintenance_Notifications,23,25,MNT0024,Downtime_Hours,Unparseable date/time,8,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00214,Maintenance_Notifications,24,26,MNT0025,Downtime_Hours,Unparseable date/time,8,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00215,Maintenance_Notifications,25,27,MNT0026,Downtime_Hours,Unparseable date/time,4,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00216,Maintenance_Notifications,26,28,MNT0027,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00217,Maintenance_Notifications,27,29,MNT0028,Downtime_Hours,Unparseable date/time,1,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00218,Maintenance_Notifications,28,30,MNT0029,Downtime_Hours,Unparseable date/time,18,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00219,Maintenance_Notifications,29,31,MNT0030,Downtime_Hours,Unparseable date/time,1,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00220,Maintenance_Notifications,30,32,MNT0031,Downtime_Hours,Unparseable date/time,8,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00221,Maintenance_Notifications,31,33,MNT0032,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00222,Maintenance_Notifications,32,34,MNT0033,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00223,Maintenance_Notifications,33,35,MNT0034,Downtime_Hours,Unparseable date/time,4,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00224,Maintenance_Notifications,34,36,MNT0035,Downtime_Hours,Unparseable date/time,8,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00225,Maintenance_Notifications,35,37,MNT0036,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00226,Maintenance_Notifications,36,38,MNT0037,Downtime_Hours,Unparseable date/time,8,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00227,Maintenance_Notifications,37,39,MNT0038,Downtime_Hours,Unparseable date/time,1,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00228,Maintenance_Notifications,38,40,MNT0039,Downtime_Hours,Unparseable date/time,4,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00229,Maintenance_Notifications,39,41,MNT0040,Downtime_Hours,Unparseable date/time,8,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00230,Maintenance_Notifications,40,42,MNT0041,Downtime_Hours,Unparseable date/time,1,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00231,Maintenance_Notifications,41,43,MNT0042,Downtime_Hours,Unparseable date/time,8,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00232,Maintenance_Notifications,42,44,MNT0043,Downtime_Hours,Unparseable date/time,8,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00233,Maintenance_Notifications,43,45,MNT0044,Downtime_Hours,Unparseable date/time,8,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00234,Maintenance_Notifications,44,46,MNT0045,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00235,Maintenance_Notifications,45,47,MNT0009,Downtime_Hours,Unparseable date/time,2,DQ-0090,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00236,Maintenance_Notifications,28,30,MNT0029,Actual_End,Missing value,,DQ-0083,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00237,Maintenance_Notifications,6,8,MNT0007,Downtime_Hours,Negative numeric value,-4,DQ-0088,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00238,Environmental_Readings,3,5,ENV0004,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00239,Environmental_Readings,11,13,ENV0012,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00240,Environmental_Readings,12,14,ENV0013,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00241,Environmental_Readings,16,18,ENV0017,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00242,Environmental_Readings,17,19,ENV0018,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00243,Environmental_Readings,18,20,ENV0019,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00244,Environmental_Readings,21,23,ENV0022,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00245,Environmental_Readings,25,27,ENV0026,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00246,Environmental_Readings,28,30,ENV0029,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00247,Environmental_Readings,30,32,ENV0031,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00248,Environmental_Readings,33,35,ENV0034,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00249,Environmental_Readings,35,37,ENV0036,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00250,Environmental_Readings,42,44,ENV0043,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00251,Environmental_Readings,43,45,ENV0044,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00252,Environmental_Readings,44,46,ENV0045,Quality_Flag,Missing value,,DQ-0052,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00253,Environmental_Readings,1,3,ENV0002,Comment,Missing value,,DQ-0049,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00254,Environmental_Readings,11,13,ENV0012,Comment,Missing value,,DQ-0049,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00255,Environmental_Readings,12,14,ENV0013,Comment,Missing value,,DQ-0049,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00256,Environmental_Readings,17,19,ENV0018,Comment,Missing value,,DQ-0049,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00257,Environmental_Readings,25,27,ENV0026,Comment,Missing value,,DQ-0049,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00258,Environmental_Readings,26,28,ENV0027,Comment,Missing value,,DQ-0049,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00259,Environmental_Readings,31,33,ENV0032,Comment,Missing value,,DQ-0049,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00260,Environmental_Readings,36,38,ENV0037,Comment,Missing value,,DQ-0049,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00261,Environmental_Readings,15,17,ENV0016,Value,Negative numeric value,-25.0,DQ-0062,High,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00262,Environmental_Readings,1,3,ENV0002,Reading_Time|Calibration_Due,Temporal contradiction,2026-07-01 12:00:00 -> 2026-03-08,DQ-0058,Critical,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00263,Environmental_Readings,33,35,ENV0034,Reading_Time|Calibration_Due,Temporal contradiction,2026-07-05 12:00:00 -> 2026-04-09,DQ-0058,Critical,Review source evidence before correcting,REVIEW_REQUIRED
EXC-00264,Access_Control,25,27,ACC0026,Badge_ID,Missing value,,DQ-0006,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00265,Access_Control,0,2,ACC0001,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00266,Access_Control,4,6,ACC0005,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00267,Access_Control,5,7,ACC0006,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00268,Access_Control,12,14,ACC0013,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00269,Access_Control,26,28,ACC0027,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00270,Access_Control,27,29,ACC0028,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00271,Access_Control,33,35,ACC0034,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00272,Access_Control,34,36,ACC0035,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00273,Access_Control,35,37,ACC0036,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00274,Access_Control,36,38,ACC0037,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00275,Access_Control,38,40,ACC0039,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00276,Access_Control,39,41,ACC0040,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00277,Access_Control,40,42,ACC0041,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00278,Access_Control,41,43,ACC0042,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
EXC-00279,Access_Control,44,46,ACC0045,Reason,Missing value,,DQ-0022,Medium,Confirm whether missingness is valid before trusted analysis,REVIEW_REQUIRED
